"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
1985,"CWF",0.0074,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1986,"CWF",0.0047,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1987,"CWF",0.0014,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1988,"CWF",0.0035,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1989,"CWF",0.0026,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1990,"CWF",0.0053,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1991,"CWF",0.0021,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1992,"CWF",0.0035,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1993,"CWF",0.0036,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1994,"CWF",6e-04,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1995,"CWF",0.0023,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1996,"CWF",0.0014,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1997,"CWF",0.0019,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1998,"CWF",0.005,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1999,"CWF",0.0128,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2000,"CWF",0.0017,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2001,"CWF",0.004,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2002,"CWF",0.0014,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2003,"CWF",0.0016,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2004,"CWF",0.0011,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2005,"CWF",0.0044,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2006,"CWF",0.0066,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2007,"CWF",0.0214,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2008,"CWF",0.008,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2009,"CWF",0.0077,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2010,"CWF",0.0124,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2011,"CWF",0.0021,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2012,"CWF",0.0059,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2013,"CWF",0.002,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2014,"CWF",NA,"Cowlitz Fall Tule","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1971,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1972,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1973,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1974,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1975,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1976,"LRH",0.0035,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1977,"LRH",0.0242,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1978,"LRH",0.0191,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1979,"LRH",0.0167,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1980,"LRH",0.0088,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1981,"LRH",0.0088,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1982,"LRH",0.0111,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1983,"LRH",0.0034,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1984,"LRH",0.0959,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1985,"LRH",0.0058,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1986,"LRH",0.0028,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1987,"LRH",0.0035,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1988,"LRH",0.0042,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1989,"LRH",0.0181,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1990,"LRH",0.0044,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1991,"LRH",2e-04,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1992,"LRH",5e-04,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1993,"LRH",6e-04,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1994,"LRH",0.002,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1995,"LRH",7e-04,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1996,"LRH",0.0054,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1997,"LRH",0.0022,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1998,"LRH",0.0174,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1999,"LRH",0.0303,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2000,"LRH",0.0338,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2001,"LRH",0.0095,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2002,"LRH",0.0021,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2003,"LRH",0.001,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2004,"LRH",0.0011,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2005,"LRH",0.0059,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2006,"LRH",0.0048,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2007,"LRH",0.0189,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2008,"LRH",0.0071,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2009,"LRH",0.011,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2010,"LRH",0.0033,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2011,"LRH",0.0121,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2012,"LRH",0.0135,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2013,"LRH",0.0049,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2014,"LRH",NA,"Columbia Lower River Hatchery","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1971,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1972,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1973,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1974,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1975,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1976,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1977,"LRW",0.0449,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1978,"LRW",0.0104,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1979,"LRW",0.0325,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1980,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1981,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1982,"LRW",0.0284,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1983,"LRW",0.0316,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1984,"LRW",0.0434,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1985,"LRW",0.0433,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1986,"LRW",0.0517,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1987,"LRW",0.0227,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1988,"LRW",0.0215,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1989,"LRW",0.0146,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1990,"LRW",0.0189,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1991,"LRW",0.0154,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1992,"LRW",0.015,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1993,"LRW",0.0083,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1994,"LRW",0.0037,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1995,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1996,"LRW",0.0023,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1997,"LRW",0.0117,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1998,"LRW",0.0219,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1999,"LRW",0.069,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2000,"LRW",0.029,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2001,"LRW",0.0208,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2002,"LRW",0.0135,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2003,"LRW",0.0038,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2004,"LRW",0.0028,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2005,"LRW",0.0088,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2006,"LRW",0.006,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2007,"LRW",0.0182,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2008,"LRW",0.0136,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2009,"LRW",0.0125,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2010,"LRW",0.0199,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2011,"LRW",0.0088,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2012,"LRW",0.0338,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2013,"LRW",0.0078,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
2014,"LRW",NA,"Lewis River Wild","CR","oceantype","Fall","LCOLR","46.215","-123.862"
1971,"SPR",NA,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1972,"SPR",0.0826,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1973,"SPR",0.0381,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1974,"SPR",0.062,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1975,"SPR",0.0264,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1976,"SPR",0.0256,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1977,"SPR",0.0301,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1978,"SPR",0.0338,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1979,"SPR",0.0408,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1980,"SPR",0.0057,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1981,"SPR",0.0106,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1982,"SPR",0.0361,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1983,"SPR",0.004,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1984,"SPR",0.0012,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1985,"SPR",0.0035,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1986,"SPR",0.0118,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1987,"SPR",0.0085,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1988,"SPR",0.0132,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1989,"SPR",0.0148,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1990,"SPR",0.0038,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1991,"SPR",0.0043,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1992,"SPR",0.0044,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1993,"SPR",0.0056,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1994,"SPR",0.0032,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1995,"SPR",0.0015,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1996,"SPR",0.0114,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1997,"SPR",0.0034,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1998,"SPR",0.0379,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1999,"SPR",0.0419,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2000,"SPR",0.0338,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2001,"SPR",0.04,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2002,"SPR",0.0076,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2003,"SPR",0.0045,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2004,"SPR",0.0017,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2005,"SPR",0.0183,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2006,"SPR",0.0043,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2007,"SPR",0.0261,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2008,"SPR",0.0152,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2009,"SPR",0.0167,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2010,"SPR",0.0141,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2011,"SPR",0.0285,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2012,"SPR",0.0444,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2013,"SPR",0.0234,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
2014,"SPR",NA,"Spring Creek Tule","CR","oceantype","Fall","MCOLR","46.215","-123.862"
1971,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1972,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1973,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1974,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1975,"WSH",0.0332,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1976,"WSH",0.0472,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1977,"WSH",0.0499,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1978,"WSH",0.0249,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1979,"WSH",0.034,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1980,"WSH",0.0412,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1981,"WSH",0.0575,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1982,"WSH",0.0092,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1983,"WSH",0.0295,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1984,"WSH",0.0425,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1985,"WSH",0.0496,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1986,"WSH",0.0634,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1987,"WSH",0.0431,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1988,"WSH",0.0309,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1989,"WSH",0.0283,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1990,"WSH",0.025,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1991,"WSH",0.0175,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1992,"WSH",0.0114,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1993,"WSH",0.0132,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1994,"WSH",0.0144,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1995,"WSH",0.015,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1996,"WSH",0.0247,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1997,"WSH",0.0271,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1998,"WSH",0.0718,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1999,"WSH",0.0342,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2000,"WSH",0.0362,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2001,"WSH",0.0103,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2002,"WSH",0.0149,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2003,"WSH",0.0073,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2004,"WSH",0.0114,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2005,"WSH",0.0155,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2006,"WSH",0.0416,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2007,"WSH",0.0267,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2008,"WSH",0.0168,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2009,"WSH",0.01,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2010,"WSH",0.0188,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2011,"WSH",0.0321,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2012,"WSH",0.0081,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2013,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
2014,"WSH",NA,"Willamette Spring","CR","streamtype","Spring","LCOLR","46.215","-123.862"
1971,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1972,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1973,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1974,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1975,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1976,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1977,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1978,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1979,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1980,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1981,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1982,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1983,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1984,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1985,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1986,"HAN",0.0158,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1987,"HAN",0.0041,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1988,"HAN",0.0054,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1989,"HAN",0.0126,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1990,"HAN",0.0174,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1991,"HAN",0.0035,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1992,"HAN",0.0145,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1993,"HAN",0.0184,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1994,"HAN",0.0019,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1995,"HAN",0.0087,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1996,"HAN",0.0049,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1997,"HAN",0.0065,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1998,"HAN",0.0224,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1999,"HAN",0.0431,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2000,"HAN",0.0067,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2001,"HAN",0.0156,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2002,"HAN",0.0061,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2003,"HAN",0.0035,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2004,"HAN",0.003,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2005,"HAN",0.0066,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2006,"HAN",0.0058,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2007,"HAN",0.0279,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2008,"HAN",0.0089,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2009,"HAN",0.0258,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2010,"HAN",0.0576,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2011,"HAN",0.0209,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2012,"HAN",0.0882,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2013,"HAN",0.0255,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2014,"HAN",NA,"Hanford Wild","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1971,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1972,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1973,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1974,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1975,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1976,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1977,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1978,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1979,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1980,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1981,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1982,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1983,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1984,"LYF",0.0206,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1985,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1986,"LYF",0.0113,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1987,"LYF",8e-04,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1988,"LYF",9e-04,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1989,"LYF",0.004,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1990,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
