"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"1981","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.009540867,4.65217091714818
"1982","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1983","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1984","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1985","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1986","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.05754948,2.85511017947627
"1987","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.1441412,1.93696190428115
"1988","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.003143796,5.76232429201652
"1989","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.03758799,3.28107069450371
"1990","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.009666822,4.63905566882736
"1991","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.02761276,3.58947729425488
"1992","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.02504018,3.68727354427767
"1993","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.05078842,2.98008690313878
"1994","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.002962948,5.82157056032534
"1995","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.007024534,4.95834640048213
"1996","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.000399647,7.82492890048867
"1997","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.00348722,5.65865042179616
"1998","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1999","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.001731761,6.35861646912562
"2000","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.00119761,6.72742737486032
"2001","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2002","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.01667784,4.0936743868398
"2003","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.000715116,7.24306579066715
"2004","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.01176401,4.44271040823975
"2005","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.002640017,5.93696992245071
"2006","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.002618201,5.94526783827656
"2007","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.004503345,5.40293482500792
"2008","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.01165416,4.4520920811638
"2009","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2010","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.001189019,6.7346266815862
"2011","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.000790567,7.14276014842314
"2012","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",6.61e-05,9.62434181110663
"2013","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",0.000238666,8.34044547297173
"2014","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2015","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2016","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2017","SPY","South Puget Sound Fall Yearling","streamtype","fall","SPGSD",47.5676,-122.3486,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1971","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1972","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1973","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1974","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1975","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1976","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1977","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1978","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1979","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1980","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1981","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1982","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1983","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1984","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1985","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1986","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.02197207,3.81798317763391
"1987","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.03430531,3.37245512629652
"1988","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.02024536,3.89982964748768
"1989","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.008546017,4.76228995252755
"1990","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.0355241,3.33754393959153
"1991","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1992","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.0037866,5.57628676014602
"1993","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.03067396,3.48434119279039
"1994","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.006530734,5.03123593772278
"1995","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.00393049,5.53899117893927
"1996","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1997","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",0.0232363,3.76203956793502
"1998","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1999","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2000","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2001","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2002","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2003","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2004","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2005","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2006","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2007","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2008","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2009","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2010","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2011","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2012","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2013","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2014","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2015","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2016","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2017","SQP","Squaxin Pens Fall Yearling","streamtype","fall","SPGSD",47.134101,-123.081839,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1971","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1972","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1973","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1974","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1975","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1976","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.08566366,2.45732658064722
"1977","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05000481,2.99563607818091
"1978","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.0796025,2.53070977958981
"1979","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.04139004,3.18471500680495
"1980","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05736676,2.85829023747301
"1981","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1982","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.07159735,2.63669721687365
"1983","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.07883209,2.54043513151282
"1984","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.09275462,2.37779776741438
"1985","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.02087557,3.86917570322878
"1986","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05714105,2.86223250642955
"1987","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05106567,2.97464282750549
"1988","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.01874699,3.97672207278591
"1989","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.04493053,3.10263775984233
"1990","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.1024137,2.27873478626319
"1991","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.01109709,4.50107236719652
"1992","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.04863946,3.02332014335954
"1993","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.0968243,2.33485728314528
"1994","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.04775029,3.04177013877541
"1995","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.02317945,3.76448916870319
"1996","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.02618524,3.64255938573989
"1997","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.07267016,2.62182443262215
"1998","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05800678,2.84719537871586
"1999","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.105027,2.25353781902303
"2000","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.09284793,2.37679228545455
"2001","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05218582,2.95294446850599
"2002","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.02727785,3.60168026142945
"2003","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.006345427,5.06002088299581
"2004","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.04665725,3.0649269511167
"2005","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.03100353,3.47365421001206
"2006","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.03313442,3.40718265774484
"2007","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.07233409,2.62645975333501
"2008","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.07713848,2.56215303082969
"2009","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.1599571,1.83284962470024
"2010","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.1673866,1.78744917192048
"2011","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.1242537,2.08542983577674
"2012","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.1867895,1.67777296461733
"2013","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.05756791,2.85478998458377
"2014","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.01618743,4.12352026385605
"2015","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.002153846,6.14050019769704
"2016","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",0.03198883,3.44236849961891
"2017","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south","south_oceantype","north","north",NA,NA
"1971","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1972","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1973","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1974","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1975","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1976","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.2532557,1.37335562870288
"1977","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.02371158,3.74179174257594
"1978","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.06862855,2.67904665007147
"1979","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.157625,1.84753648469705
"1980","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1503982,1.89446883562312
"1981","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1782158,1.72476010345389
"1982","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.2600147,1.34701711110331
"1983","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1602811,1.83082613024798
"1984","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.10243,2.27857564053369
"1985","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.05713542,2.86233103939971
"1986","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1221652,2.10238105185263
"1987","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.05694201,2.86572189743916
"1988","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04447753,3.11277116115723
"1989","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.02929501,3.53033808463026
"1990","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.03762114,3.28018915253808
"1991","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04727164,3.05184474046954
"1992","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04756937,3.04556621226659
"1993","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.02815172,3.5701468250197
"1994","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04582184,3.08299444562644
"1995","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04683634,3.06109588164888
"1996","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1082601,2.22321861391153
"1997","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04403824,3.12269693159562
"1998","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.07615288,2.5750123802642
"1999","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.08219353,2.49867869048012
"2000","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1161542,2.15283666028173
"2001","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1120402,2.18889754351506
"2002","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.09354877,2.36927237439765
"2003","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.1222849,2.10140171079638
"2004","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.0846546,2.46917583047364
"2005","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.06934244,2.66869815042023
"2006","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.05139874,2.96814162044016
"2007","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.03199604,3.44214313384007
"2008","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.05081951,2.97947494300988
"2009","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.03385161,3.38576871797797
"2010","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.06587888,2.71993737442437
"2011","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04167971,3.17774083933474
"2012","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.03462414,3.36320415232822
"2013","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.04525108,3.09552874171771
"2014","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.0359509,3.32560116035793
"2015","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.02199105,3.81711972657861
"2016","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",0.002011502,6.20887357229205
"2017","SSA","SE Alaska Spring","streamtype","spring","SEAK",58.115577,-134.9623,"north","north","north_streamtype","offshore","offshore",NA,NA
"1971","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1972","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1973","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1974","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1975","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1976","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1977","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
